F	80017404	SYS_OBJ_98	unknown	undefined SYS_OBJ_98(void)
F	80017418	CdFlush	unknown	void CdFlush(void)
F	80017438	CdSetDebug	__stdcall	int CdSetDebug(int level)
F	80017450	CdComstr	__stdcall	char * CdComstr(u_char com)
F	8001747c	SYS_OBJ_110	unknown	undefined SYS_OBJ_110(void)
F	80017484	CdIntstr	__stdcall	char * CdIntstr(u_char intr)
F	800174b0	SYS_OBJ_144	unknown	undefined SYS_OBJ_144(void)
F	800174b8	CdSync	__stdcall	int CdSync(int mode, u_char * result)
F	800174d8	CdReady	__stdcall	int CdReady(int mode, u_char * result)
F	800174f8	CdSyncCallback	__stdcall	CdlCB CdSyncCallback(CdlCB func)
F	80017510	CdReadyCallback	__stdcall	CdlCB CdReadyCallback(CdlCB func)
F	80017528	CdControl	__stdcall	int CdControl(u_char com, u_char * param, u_char * result)
F	80017660	CdControlF	__stdcall	int CdControlF(u_char com, u_char * param)
F	8001778c	CdControlB	__stdcall	int CdControlB(u_char com, u_char * param, u_char * result)
F	800178a4	SYS_OBJ_538	unknown	undefined SYS_OBJ_538(void)
F	800178d0	CdMix	__stdcall	int CdMix(CdlATV * vol)
F	800178f0	CdGetSector	__stdcall	int CdGetSector(void * madr, int size)
F	80017910	CdDataCallback	__stdcall	_func_49 * CdDataCallback(func * func)
F	80017934	CdDataSync	__stdcall	int CdDataSync(int mode)
F	80017954	CdIntToPos	__stdcall	CdlLOC * CdIntToPos(int i, CdlLOC * p)
F	80017a58	CdPosToInt	__stdcall	int CdPosToInt(CdlLOC * p)
F	80017ad8	getintr	unknown	undefined getintr(void)
F	80017b3c	BIOS_OBJ_64	unknown	undefined BIOS_OBJ_64(void)
F	80017d44	BIOS_OBJ_26C	unknown	undefined BIOS_OBJ_26C(void)
F	80017e44	BIOS_OBJ_36C	unknown	undefined BIOS_OBJ_36C(void)
F	80017e90	BIOS_OBJ_3B8	unknown	undefined BIOS_OBJ_3B8(void)
F	80017f14	BIOS_OBJ_43C	unknown	undefined BIOS_OBJ_43C(void)
F	80017f98	BIOS_OBJ_4C0	unknown	undefined BIOS_OBJ_4C0(void)
F	80018048	BIOS_OBJ_570	unknown	undefined BIOS_OBJ_570(void)
F	80018060	CD_sync	unknown	undefined CD_sync(void)
F	8001818c	BIOS_OBJ_6B4	unknown	undefined BIOS_OBJ_6B4(void)
F	800181bc	BIOS_OBJ_6E4	unknown	undefined BIOS_OBJ_6E4(void)
F	800182b4	BIOS_OBJ_7DC	unknown	undefined BIOS_OBJ_7DC(void)
F	800182e0	CD_ready	unknown	undefined CD_ready(void)
F	80018414	BIOS_OBJ_93C	unknown	undefined BIOS_OBJ_93C(void)
F	80018444	BIOS_OBJ_96C	unknown	undefined BIOS_OBJ_96C(void)
F	8001857c	BIOS_OBJ_AA4	unknown	undefined BIOS_OBJ_AA4(void)
F	800185ac	CD_cw	unknown	undefined CD_cw(void)
F	80018884	BIOS_OBJ_DAC	unknown	undefined BIOS_OBJ_DAC(void)
F	800188b4	BIOS_OBJ_DDC	unknown	undefined BIOS_OBJ_DDC(void)
F	800189a0	BIOS_OBJ_EC8	unknown	undefined BIOS_OBJ_EC8(void)
F	800189c8	CD_vol	unknown	undefined CD_vol(void)
F	80018a50	CD_flush	unknown	undefined CD_flush(void)
F	80018b30	CD_initvol	unknown	undefined CD_initvol(void)
F	80018c24	CD_initintr	unknown	undefined CD_initintr(void)
F	80018c74	CD_init	unknown	undefined CD_init(void)
F	80018e60	CD_datasync	unknown	undefined CD_datasync(void)
F	80018f7c	BIOS_OBJ_14A4	unknown	undefined BIOS_OBJ_14A4(void)
F	80018fcc	CD_getsector	unknown	undefined CD_getsector(void)
F	800190cc	CD_set_test_parmnum	unknown	undefined CD_set_test_parmnum(void)
F	800190dc	callback	unknown	undefined callback(void)
F	80019110	BIOS_OBJ_1638	unknown	undefined BIOS_OBJ_1638(void)
F	800191c0	CdSearchFile	__stdcall	CdlFILE * CdSearchFile(CdlFILE * $30, char * name)
F	800192b8	ISO9660_OBJ_F8	unknown	undefined ISO9660_OBJ_F8(void)
F	8001945c	ISO9660_OBJ_29C	unknown	undefined ISO9660_OBJ_29C(void)
F	80019468	ISO9660_OBJ_2A8	unknown	undefined ISO9660_OBJ_2A8(void)
F	8001948c	_cmp	__stdcall	int _cmp(void * param_1, void * param_2)
F	800194ac	CD_newmedia	unknown	undefined CD_newmedia(void)
F	80019764	ISO9660_OBJ_5A4	unknown	undefined ISO9660_OBJ_5A4(void)
F	8001978c	CD_searchdir	unknown	undefined CD_searchdir(void)
F	80019810	ISO9660_OBJ_650	unknown	undefined ISO9660_OBJ_650(void)
